tenure,salary,raise_pct,performance,overtime_hours,months_since_promotion,department,age,attendance_anomalies,attrition
0.0,7917.0,1.6,5,0.0,120.0,销售部,23.0,1,1
14.1,13206.0,4.7,4,35.6,120.0,运营部,46.0,1,0
0.1,6806.0,3.9,5,55.5,1.0,市场部,23.0,2,0
0.0,6432.0,7.6,4,27.6,0.0,销售部,22.0,0,0
24.9,14892.0,1.2,4,0.0,120.0,市场部,46.0,2,0
26.4,24234.0,10.1,4,21.7,103.0,技术部,53.0,2,0
19.6,15763.0,7.8,5,55.6,120.0,销售部,47.0,1,0
9.3,10261.0,3.4,5,35.2,93.0,财务部,38.0,3,1
14.0,11088.0,9.4,4,1.6,120.0,运营部,38.0,2,1
15.9,12465.0,1.7,4,77.4,86.0,人事部,36.0,4,1
5.4,7653.0,4.6,4,4.9,37.0,人事部,33.0,1,0
7.0,12113.0,0.2,3,25.1,65.0,财务部,39.0,1,0
12.5,16506.0,9.5,5,9.3,50.0,技术部,36.0,2,1
19.8,13523.0,0.0,1,9.3,120.0,市场部,42.0,0,0
28.6,18735.0,0.0,3,21.0,120.0,运营部,52.0,3,0
29.9,27441.0,2.1,3,42.7,120.0,技术部,55.0,2,0
2.0,6796.0,8.0,4,55.8,10.0,运营部,25.0,1,0
10.8,8343.0,6.9,4,22.3,101.0,人事部,35.0,2,0
0.3,8389.0,4.4,3,9.8,120.0,销售部,28.0,2,0
9.9,8794.0,7.1,2,39.6,103.0,人事部,34.0,0,0
6.2,9069.0,3.7,3,40.2,42.0,运营部,31.0,4,1
7.5,14722.0,5.3,3,34.8,120.0,技术部,28.0,2,0
16.0,21269.0,9.0,1,35.5,120.0,技术部,47.0,0,0
13.1,11363.0,3.3,4,27.7,120.0,财务部,38.0,2,1
28.1,15230.0,1.7,3,32.0,120.0,运营部,52.0,1,0
2.0,8313.0,5.4,3,26.4,10.0,技术部,23.0,0,0
0.0,7734.0,6.2,3,51.4,0.0,财务部,24.0,2,0
4.6,10912.0,4.3,4,74.6,52.0,技术部,35.0,2,0
4.5,10168.0,7.0,5,33.6,17.0,财务部,25.0,2,0
9.3,12053.0,3.4,2,29.9,41.0,财务部,31.0,1,0
33.2,21750.0,4.4,3,35.1,114.0,技术部,55.0,2,0
1.8,8464.0,5.1,4,16.8,8.0,人事部,29.0,3,0
0.0,7719.0,4.9,2,45.3,0.0,运营部,29.0,1,0
15.7,13403.0,8.8,4,38.8,120.0,运营部,41.0,3,0
13.9,16066.0,5.1,5,21.6,46.0,技术部,38.0,1,1
11.8,12064.0,3.1,4,48.0,120.0,销售部,41.0,1,1
5.1,11755.0,5.6,5,30.4,120.0,销售部,34.0,1,0
26.0,13771.0,7.0,3,10.6,120.0,市场部,49.0,5,0
5.1,12190.0,6.3,3,37.0,35.0,技术部,27.0,1,0
11.7,9352.0,6.2,2,34.7,88.0,运营部,36.0,3,0
15.7,13426.0,0.0,2,49.2,69.0,人事部,45.0,3,0
22.7,16483.0,0.0,3,46.6,120.0,人事部,51.0,2,0
6.0,9560.0,7.8,3,27.8,48.0,销售部,34.0,2,0
11.0,15415.0,5.3,4,20.6,38.0,技术部,41.0,1,0
0.7,7617.0,3.9,3,30.0,120.0,运营部,24.0,3,0
3.9,8549.0,6.1,4,37.3,21.0,销售部,28.0,5,1
3.5,8521.0,9.8,3,39.7,14.0,财务部,24.0,1,0
15.6,13485.0,8.2,3,36.0,120.0,运营部,46.0,2,0
5.0,12000.0,6.9,3,28.2,120.0,技术部,32.0,2,0
22.4,22649.0,1.3,4,49.9,67.0,技术部,46.0,1,0
3.2,10758.0,1.7,4,16.5,15.0,技术部,24.0,2,1
21.3,21529.0,0.0,4,79.6,116.0,技术部,50.0,4,1
21.0,17478.0,5.9,2,45.3,120.0,技术部,50.0,1,1
0.0,5645.0,7.3,3,7.5,120.0,人事部,25.0,2,0
0.6,6210.0,7.6,5,33.7,4.0,财务部,23.0,1,0
0.0,7945.0,6.0,2,45.5,120.0,运营部,24.0,1,0
21.0,16293.0,3.5,3,23.0,120.0,人事部,50.0,0,0
2.1,9016.0,2.3,2,0.1,13.0,运营部,30.0,3,0
12.2,12040.0,1.5,2,9.2,120.0,销售部,40.0,3,0
5.1,11579.0,3.5,3,40.8,50.0,销售部,36.0,5,0
16.9,14676.0,1.1,3,0.0,120.0,运营部,48.0,1,0
10.9,13981.0,9.3,4,1.0,58.0,销售部,38.0,1,0
14.0,13916.0,0.1,5,40.7,99.0,技术部,39.0,4,0
30.6,19149.0,3.4,3,25.5,120.0,人事部,55.0,0,0
0.0,6262.0,0.0,2,16.1,120.0,人事部,27.0,4,0
21.3,12205.0,4.9,4,20.1,120.0,运营部,49.0,4,1
3.1,8585.0,4.0,3,0.6,21.0,运营部,24.0,1,0
16.3,16744.0,2.9,5,39.7,120.0,技术部,38.0,4,1
20.2,13403.0,1.2,3,13.9,72.0,人事部,51.0,3,0
13.4,12209.0,4.0,4,19.3,120.0,运营部,44.0,2,0
13.6,14457.0,2.4,5,36.9,120.0,人事部,45.0,2,0
5.9,7501.0,3.6,3,24.9,15.0,人事部,31.0,2,0
6.6,10640.0,9.9,4,15.9,43.0,运营部,36.0,0,0
4.1,9263.0,4.5,4,0.0,33.0,市场部,34.0,2,0
15.2,14190.0,5.6,4,37.3,120.0,技术部,39.0,4,0
15.3,12216.0,2.6,3,31.6,120.0,市场部,37.0,3,0
1.0,10261.0,1.6,3,19.7,5.0,销售部,33.0,3,0
11.6,12756.0,3.9,2,9.3,120.0,技术部,32.0,3,0
2.8,11332.0,11.5,5,30.3,33.0,技术部,30.0,1,0
6.2,9811.0,3.1,2,39.6,41.0,人事部,34.0,1,0
0.0,8296.0,5.1,2,32.0,0.0,财务部,27.0,1,0
27.9,18768.0,1.5,5,62.8,120.0,财务部,51.0,2,1
13.3,13234.0,0.0,3,44.1,111.0,人事部,42.0,2,0
3.4,8268.0,1.6,4,27.9,24.0,财务部,26.0,1,0
15.1,13346.0,11.1,3,44.8,120.0,财务部,45.0,0,0
27.4,22045.0,5.8,4,31.0,120.0,技术部,50.0,3,1
1.6,8149.0,8.9,3,30.9,11.0,运营部,30.0,1,0
0.0,6789.0,3.0,3,55.9,0.0,市场部,27.0,5,1
0.0,8779.0,0.0,4,12.0,0.0,技术部,22.0,4,1
1.1,6114.0,0.7,3,30.5,11.0,人事部,24.0,2,0
17.7,12531.0,5.2,3,53.8,47.0,人事部,47.0,1,0
34.0,29454.0,4.7,2,36.2,82.0,技术部,55.0,4,0
0.7,8625.0,4.0,4,22.6,8.0,销售部,23.0,1,0
21.5,19391.0,2.4,3,0.0,120.0,技术部,47.0,2,0
0.0,8580.0,6.8,3,0.0,120.0,销售部,24.0,3,0
15.3,18543.0,2.5,3,71.5,80.0,技术部,42.0,2,1
22.3,13596.0,4.9,3,36.2,120.0,人事部,47.0,4,0
2.3,9360.0,4.6,4,18.3,23.0,财务部,34.0,3,0
0.0,7099.0,2.9,3,37.0,120.0,运营部,22.0,6,0
16.8,10134.0,1.4,5,11.0,120.0,人事部,42.0,2,1
30.1,18563.0,2.7,4,23.4,112.0,财务部,55.0,1,0
7.3,10301.0,9.6,4,11.2,65.0,财务部,31.0,3,0
4.1,12930.0,7.3,4,1.7,34.0,技术部,28.0,1,0
0.0,12253.0,7.1,2,0.0,0.0,技术部,26.0,1,0
19.5,15544.0,1.6,5,0.0,120.0,财务部,40.0,3,0
13.8,17004.0,0.0,4,50.4,120.0,技术部,42.0,1,1
25.6,18411.0,7.3,4,10.3,96.0,技术部,48.0,2,1
22.4,17686.0,6.7,3,40.7,120.0,销售部,47.0,2,0
29.2,17846.0,4.4,3,49.1,120.0,运营部,51.0,4,0
22.4,18568.0,2.9,4,30.3,120.0,市场部,49.0,2,0
1.2,8890.0,0.0,3,24.0,120.0,人事部,30.0,0,0
15.7,11505.0,6.6,4,32.7,84.0,市场部,40.0,2,1
10.0,12890.0,7.6,3,21.7,30.0,销售部,32.0,1,1
10.3,12684.0,2.0,4,54.1,56.0,市场部,33.0,1,0
23.2,23129.0,1.7,3,67.5,120.0,技术部,53.0,0,0
21.8,14609.0,7.7,3,59.0,120.0,人事部,45.0,2,0
24.7,18745.0,2.1,2,0.0,120.0,销售部,54.0,2,0
12.0,12447.0,9.3,4,21.3,40.0,市场部,36.0,1,1
17.7,11184.0,3.7,4,30.1,120.0,运营部,40.0,2,1
9.3,9659.0,2.8,5,39.3,120.0,财务部,38.0,2,1
0.4,9026.0,4.1,4,0.0,1.0,市场部,26.0,0,0
9.6,12267.0,2.8,4,0.0,67.0,财务部,30.0,3,1
7.5,11673.0,7.4,4,56.1,23.0,人事部,39.0,3,0
2.2,8256.0,6.7,4,18.8,9.0,销售部,24.0,4,0
28.8,14831.0,7.3,5,0.3,120.0,财务部,53.0,1,1
1.4,6715.0,4.6,4,7.9,120.0,运营部,26.0,1,0
3.1,10200.0,2.6,2,37.8,30.0,财务部,29.0,4,1
17.6,15478.0,4.0,4,13.5,120.0,市场部,47.0,0,0
4.9,13468.0,2.7,2,34.8,14.0,技术部,25.0,1,0
20.8,16451.0,8.4,2,10.4,120.0,销售部,52.0,3,0
18.2,13355.0,7.0,4,0.0,120.0,运营部,46.0,1,1
0.0,8482.0,3.7,4,58.5,0.0,财务部,24.0,3,0
15.2,13555.0,1.2,3,38.0,120.0,销售部,45.0,1,0
11.9,15212.0,8.6,2,23.3,86.0,市场部,43.0,2,0
19.8,15565.0,4.4,5,19.6,120.0,财务部,47.0,1,0
24.7,13083.0,3.6,2,59.3,119.0,财务部,49.0,2,0
20.7,10965.0,8.6,2,41.8,120.0,人事部,46.0,4,0
13.1,16195.0,2.5,4,52.9,120.0,销售部,41.0,2,1
7.9,11142.0,3.0,4,18.3,19.0,财务部,33.0,1,0
16.2,15462.0,3.3,4,31.0,120.0,市场部,45.0,1,0
32.9,18722.0,0.1,4,38.0,120.0,运营部,54.0,2,1
11.0,15544.0,4.9,3,19.0,89.0,技术部,41.0,3,0
21.5,21684.0,1.7,3,28.1,120.0,技术部,44.0,2,0
4.7,12150.0,2.3,4,18.3,120.0,市场部,36.0,2,0
25.1,13963.0,1.9,4,38.0,120.0,财务部,47.0,0,0
33.5,18857.0,2.2,3,3.6,120.0,人事部,55.0,0,0
0.0,7431.0,1.5,3,41.4,0.0,市场部,27.0,6,0
0.0,6978.0,4.7,3,36.2,0.0,运营部,29.0,2,0
11.1,11794.0,3.5,2,25.9,114.0,市场部,40.0,2,0
6.5,16380.0,4.1,3,39.0,28.0,技术部,38.0,2,0
17.8,14416.0,11.1,1,22.7,120.0,技术部,41.0,5,0
0.0,6659.0,3.5,4,16.6,0.0,运营部,24.0,4,1
10.8,15901.0,5.8,3,40.9,114.0,技术部,35.0,2,0
14.6,9930.0,6.2,4,41.7,97.0,运营部,41.0,2,1
15.7,16328.0,3.8,4,19.9,120.0,销售部,41.0,3,1
23.9,23528.0,4.8,4,18.1,120.0,技术部,44.0,3,0
19.1,13543.0,4.1,5,26.3,120.0,销售部,46.0,3,1
14.0,11411.0,4.6,3,19.0,73.0,财务部,43.0,2,0
25.9,19486.0,2.2,2,60.5,120.0,市场部,48.0,4,0
11.8,10136.0,2.5,4,36.3,43.0,人事部,43.0,2,0
13.6,10578.0,4.1,1,30.3,87.0,财务部,40.0,2,0
19.9,16863.0,0.0,3,11.3,120.0,市场部,42.0,2,0
0.0,8967.0,8.5,2,44.8,120.0,财务部,25.0,2,1
8.7,9933.0,10.5,5,17.8,85.0,运营部,31.0,3,0
18.2,13768.0,4.5,1,16.9,120.0,市场部,39.0,2,0
22.8,24607.0,6.0,3,45.5,103.0,技术部,51.0,3,0
22.7,16082.0,7.2,3,37.7,120.0,市场部,44.0,3,0
3.7,8125.0,0.0,4,0.0,120.0,运营部,25.0,1,0
13.1,16166.0,6.8,3,26.8,120.0,销售部,42.0,1,0
8.3,9561.0,2.7,5,32.5,120.0,运营部,29.0,2,0
16.3,14181.0,10.9,4,23.2,81.0,财务部,46.0,1,0
19.4,14558.0,3.4,3,33.2,120.0,财务部,49.0,2,0
20.3,15816.0,6.7,3,0.0,120.0,销售部,42.0,4,0
15.8,12223.0,3.5,4,0.0,120.0,运营部,42.0,0,1
11.8,13885.0,10.6,4,10.5,52.0,技术部,33.0,1,0
9.4,12312.0,2.5,3,35.6,37.0,销售部,37.0,2,1
30.2,19826.0,7.5,3,0.0,120.0,市场部,51.0,2,0
14.7,13378.0,5.9,2,13.1,107.0,市场部,46.0,1,0
16.5,10654.0,5.2,2,0.0,106.0,市场部,39.0,2,0
5.8,12180.0,4.7,2,25.1,120.0,技术部,34.0,0,0
2.5,7954.0,2.0,1,69.2,120.0,销售部,24.0,1,0
4.5,13001.0,0.0,3,25.7,14.0,技术部,27.0,6,0
2.6,8543.0,7.2,5,27.8,14.0,财务部,28.0,1,0
7.1,9596.0,2.5,4,46.8,28.0,市场部,34.0,3,0
21.0,18157.0,7.5,4,30.4,120.0,财务部,53.0,1,0
18.7,10976.0,5.1,4,25.7,120.0,财务部,39.0,3,0
10.0,8219.0,7.6,4,48.5,119.0,人事部,30.0,2,0
0.8,8944.0,6.4,2,39.4,3.0,财务部,25.0,3,0
8.6,10886.0,0.0,4,35.8,120.0,财务部,33.0,0,1
18.4,16675.0,5.8,3,27.2,120.0,财务部,49.0,2,0
4.0,11409.0,3.0,4,23.1,120.0,财务部,35.0,2,0
16.4,16863.0,7.5,5,48.3,120.0,财务部,47.0,3,0
26.3,14944.0,5.8,5,23.3,120.0,销售部,48.0,0,0
1.1,10001.0,5.8,3,54.6,12.0,销售部,26.0,4,0
13.0,12580.0,3.2,4,9.1,35.0,人事部,42.0,0,1
30.2,16014.0,1.3,2,58.7,120.0,市场部,54.0,2,0
7.0,12489.0,2.7,1,39.4,82.0,财务部,35.0,2,0
1.2,8294.0,0.0,1,10.6,3.0,销售部,24.0,2,0
28.1,20121.0,2.2,3,40.2,120.0,市场部,52.0,2,0
20.7,16454.0,0.0,4,17.0,120.0,财务部,51.0,3,0
16.0,13190.0,0.0,3,30.7,77.0,财务部,39.0,2,0
8.4,10089.0,4.3,1,20.3,99.0,财务部,40.0,2,0
5.3,10970.0,5.6,5,27.3,22.0,市场部,29.0,2,1
28.7,15730.0,3.9,4,48.8,120.0,运营部,49.0,1,0
14.9,10175.0,2.5,3,40.4,120.0,财务部,38.0,3,0
0.9,5544.0,1.2,4,7.5,7.0,人事部,23.0,1,0
18.9,14529.0,3.0,4,8.6,120.0,人事部,45.0,2,0
31.6,15799.0,1.5,3,35.4,120.0,财务部,53.0,3,0
21.5,14641.0,3.8,4,36.9,120.0,运营部,49.0,1,0
0.5,12199.0,0.0,5,16.5,2.0,技术部,31.0,0,0
0.0,6236.0,6.1,3,61.8,0.0,运营部,24.0,2,0
31.0,16788.0,2.3,3,46.3,120.0,运营部,53.0,3,0
28.2,15762.0,5.1,1,17.5,120.0,财务部,53.0,2,0
10.6,12855.0,6.7,5,15.6,85.0,人事部,40.0,4,0
15.9,15594.0,5.0,3,25.4,120.0,财务部,43.0,3,0
15.8,12796.0,6.4,3,23.4,120.0,销售部,37.0,3,1
9.6,10305.0,0.0,5,55.1,86.0,人事部,36.0,0,1
0.4,8780.0,2.5,4,49.7,120.0,销售部,26.0,1,1
1.1,10380.0,7.3,2,30.7,3.0,销售部,25.0,2,0
8.7,9806.0,5.5,3,43.6,66.0,财务部,30.0,3,0
18.2,13965.0,9.5,3,46.5,120.0,运营部,50.0,2,0
4.9,10578.0,9.1,5,31.2,45.0,市场部,27.0,2,1
6.7,8383.0,4.9,3,38.1,55.0,市场部,29.0,2,0
18.3,18117.0,3.2,3,41.9,97.0,技术部,40.0,1,0
2.2,9625.0,1.1,4,39.8,10.0,技术部,29.0,2,0
1.7,11420.0,2.6,3,14.4,120.0,技术部,27.0,4,0
18.0,16915.0,2.8,2,16.4,120.0,技术部,41.0,1,0
8.8,11602.0,2.2,5,24.2,120.0,运营部,34.0,3,0
14.9,11678.0,1.2,1,15.9,111.0,运营部,43.0,1,0
28.6,13473.0,5.2,5,0.5,120.0,人事部,52.0,1,0
0.0,11863.0,9.1,4,43.5,0.0,技术部,27.0,1,1
28.3,25611.0,6.8,2,36.9,112.0,技术部,52.0,2,0
29.6,21011.0,3.0,4,3.2,120.0,销售部,52.0,1,1
17.5,16328.0,7.0,4,25.2,77.0,财务部,49.0,0,1
13.3,11876.0,5.0,4,26.3,120.0,市场部,43.0,1,0
17.9,14669.0,3.9,4,33.6,46.0,市场部,42.0,2,0
12.9,11684.0,3.7,2,8.4,98.0,销售部,43.0,3,0
18.8,11476.0,3.4,2,2.9,113.0,人事部,45.0,7,0
0.0,9612.0,6.0,4,40.4,120.0,销售部,23.0,2,0
23.9,24044.0,4.4,2,0.0,108.0,技术部,54.0,0,0
12.0,10078.0,1.8,3,25.3,120.0,人事部,41.0,3,0
24.4,12222.0,1.7,3,23.5,120.0,运营部,48.0,1,1
6.7,16009.0,4.9,3,27.5,76.0,技术部,34.0,2,1
0.0,6168.0,5.3,4,35.1,0.0,市场部,22.0,1,1
19.0,11091.0,3.1,4,62.0,120.0,人事部,39.0,5,1
7.5,8918.0,0.6,4,0.0,120.0,人事部,39.0,1,0
9.4,8152.0,7.8,2,47.5,120.0,运营部,36.0,2,0
5.8,9358.0,7.1,3,0.0,22.0,市场部,33.0,2,0
2.8,10778.0,0.0,4,57.9,26.0,市场部,30.0,2,0
12.4,10395.0,8.0,3,0.0,99.0,人事部,39.0,5,1
10.5,14585.0,3.4,4,78.7,82.0,技术部,34.0,0,0
22.3,20008.0,4.6,4,22.2,120.0,销售部,54.0,0,1
0.5,8470.0,7.4,3,55.8,4.0,财务部,28.0,3,0
4.9,9808.0,9.0,3,51.7,29.0,人事部,33.0,0,0
6.5,13979.0,7.0,4,21.3,35.0,技术部,32.0,3,0
16.5,13878.0,4.7,2,22.8,79.0,财务部,40.0,3,0
17.2,13927.0,0.0,5,13.3,120.0,市场部,38.0,3,1
18.8,15910.0,0.0,4,45.7,99.0,财务部,43.0,0,1
30.9,17689.0,6.6,2,21.5,110.0,运营部,53.0,3,0
3.1,13457.0,8.0,4,13.6,31.0,技术部,31.0,0,0
14.5,10543.0,1.6,3,40.7,64.0,运营部,45.0,2,0
0.0,7979.0,3.2,3,12.1,120.0,市场部,23.0,1,0
7.0,9903.0,2.3,5,23.4,74.0,人事部,31.0,3,0
9.0,10442.0,2.2,4,32.1,82.0,市场部,37.0,4,0
1.2,9726.0,7.2,4,17.2,12.0,销售部,23.0,2,0
10.8,10338.0,4.7,4,20.2,62.0,人事部,42.0,0,1
19.6,11729.0,3.3,4,60.7,120.0,人事部,44.0,0,0
25.8,24167.0,12.0,3,25.9,120.0,技术部,47.0,1,0
16.9,10702.0,0.0,3,22.8,86.0,人事部,39.0,0,0
10.8,10835.0,5.6,3,26.5,120.0,人事部,42.0,1,1
12.0,11035.0,0.9,3,39.1,48.0,市场部,35.0,3,0
0.0,7773.0,3.5,3,9.3,0.0,运营部,23.0,2,0
3.1,8220.0,4.4,4,38.5,16.0,财务部,25.0,1,0
21.7,16101.0,6.5,3,35.1,120.0,市场部,44.0,3,1
24.4,24888.0,3.2,4,0.0,120.0,技术部,55.0,0,0
1.2,7275.0,2.9,4,65.9,14.0,人事部,23.0,5,0
19.8,18081.0,3.2,5,59.2,120.0,销售部,40.0,1,1
21.0,15386.0,0.8,3,14.0,120.0,人事部,47.0,2,1
18.6,14468.0,5.9,5,7.6,120.0,财务部,49.0,0,0
16.1,15604.0,4.8,4,34.6,70.0,市场部,40.0,2,0
20.5,18904.0,5.3,2,1.5,120.0,技术部,42.0,0,0
13.2,9750.0,3.8,3,57.3,40.0,人事部,45.0,4,0
21.9,18662.0,3.4,3,20.6,108.0,技术部,50.0,1,0
0.0,8285.0,7.5,4,62.4,0.0,市场部,26.0,1,0
24.0,13006.0,7.1,4,13.5,120.0,运营部,53.0,2,0
0.0,6930.0,8.2,3,27.8,120.0,运营部,23.0,2,0
25.4,14096.0,5.1,4,55.3,120.0,运营部,50.0,4,0
1.1,7272.0,8.1,3,23.5,8.0,运营部,25.0,5,0
0.0,6566.0,2.8,3,35.4,120.0,财务部,28.0,1,1
0.0,9149.0,3.4,5,51.9,0.0,销售部,22.0,2,0
5.6,9073.0,7.6,5,18.9,64.0,运营部,37.0,1,0
6.2,7851.0,6.5,4,4.8,33.0,人事部,33.0,3,0
3.5,7679.0,3.1,3,0.8,11.0,运营部,27.0,3,0
11.1,11705.0,0.9,2,41.7,38.0,财务部,37.0,0,0
7.6,14771.0,3.4,3,37.8,81.0,技术部,35.0,2,0
21.9,15582.0,1.9,3,51.2,120.0,财务部,47.0,2,0
21.5,13038.0,9.2,3,24.5,120.0,市场部,51.0,1,0
17.0,14472.0,6.3,5,1.4,120.0,运营部,44.0,5,0
5.9,8922.0,1.7,4,0.0,120.0,市场部,26.0,1,1
5.2,8993.0,0.9,3,87.4,46.0,销售部,32.0,6,0
24.4,24050.0,1.7,3,40.5,120.0,技术部,52.0,4,0
0.0,7422.0,2.3,3,32.7,120.0,运营部,25.0,2,1
10.0,10730.0,3.5,3,35.6,55.0,人事部,35.0,4,0
26.1,21668.0,7.3,4,1.4,120.0,技术部,53.0,3,0
27.3,16787.0,1.1,2,14.1,120.0,市场部,53.0,1,0
9.6,11485.0,10.9,4,64.9,41.0,市场部,36.0,3,1
23.2,12500.0,1.2,2,43.2,120.0,市场部,44.0,2,0
6.2,8930.0,0.0,3,14.7,42.0,运营部,37.0,0,0
16.1,22171.0,9.1,5,5.5,120.0,技术部,47.0,4,0
0.0,8727.0,8.0,3,19.7,0.0,销售部,23.0,2,0
0.3,8632.0,3.5,2,23.7,2.0,销售部,27.0,3,1
21.3,14237.0,5.1,4,71.0,64.0,销售部,42.0,1,1
2.8,8954.0,5.2,3,26.2,120.0,运营部,30.0,4,0
18.9,11701.0,4.4,2,6.2,120.0,运营部,44.0,0,0
5.5,11469.0,0.1,1,28.8,120.0,技术部,34.0,0,0
30.4,15280.0,0.0,2,35.3,120.0,财务部,51.0,2,0
20.5,18554.0,1.5,4,4.4,120.0,销售部,49.0,1,0
14.6,14675.0,9.4,3,38.0,73.0,销售部,38.0,1,0
20.2,13879.0,9.6,4,54.2,120.0,销售部,48.0,6,1
3.5,8701.0,3.2,5,32.8,36.0,销售部,31.0,2,0
15.3,13443.0,1.1,2,14.1,95.0,市场部,38.0,3,0
3.7,8414.0,4.8,3,19.4,120.0,运营部,29.0,1,0
20.0,16653.0,5.3,2,0.0,120.0,财务部,50.0,1,0
21.7,12302.0,5.8,3,27.3,120.0,人事部,49.0,2,0
31.2,19675.0,0.0,3,36.2,120.0,市场部,52.0,3,0
25.7,25634.0,13.5,4,12.1,120.0,技术部,51.0,1,0
30.3,24562.0,7.4,3,68.8,120.0,技术部,54.0,1,0
2.3,8658.0,3.4,3,45.8,7.0,销售部,30.0,0,0
25.6,20126.0,1.8,4,0.0,80.0,销售部,53.0,2,1
20.9,12087.0,7.0,4,0.0,52.0,运营部,41.0,1,0
8.7,8218.0,5.5,3,10.3,33.0,运营部,36.0,4,0
11.2,10145.0,4.3,3,61.5,96.0,运营部,40.0,1,0
3.8,11285.0,5.4,5,47.8,16.0,财务部,33.0,2,0
11.3,10667.0,3.7,3,62.5,68.0,财务部,32.0,1,0
6.4,11207.0,5.2,4,30.2,59.0,财务部,30.0,3,1
0.0,7777.0,6.2,4,25.8,0.0,市场部,25.0,4,0
15.8,11653.0,5.0,4,5.0,70.0,人事部,38.0,1,1
26.0,12164.0,4.9,3,37.0,120.0,人事部,51.0,3,0
22.1,14117.0,8.2,2,26.1,120.0,人事部,43.0,1,0
17.6,11273.0,0.0,3,25.3,120.0,财务部,39.0,3,0
8.0,14178.0,1.6,4,62.4,120.0,技术部,36.0,1,1
13.8,10017.0,4.1,4,27.5,120.0,人事部,37.0,2,1
0.5,8086.0,1.8,4,56.6,2.0,市场部,29.0,4,0
28.4,15554.0,2.8,5,0.0,87.0,人事部,49.0,2,0
2.2,7083.0,7.9,5,83.8,23.0,财务部,29.0,3,0
21.3,12468.0,3.6,4,22.5,52.0,运营部,46.0,0,0
17.4,17376.0,0.0,2,44.1,120.0,市场部,47.0,2,0
11.6,9236.0,2.7,3,47.3,28.0,运营部,41.0,0,0
25.5,13861.0,4.2,4,20.1,120.0,运营部,50.0,6,0
4.5,9908.0,4.1,4,46.4,39.0,销售部,32.0,0,1
28.3,16475.0,5.7,3,47.4,120.0,市场部,51.0,1,0
19.0,15787.0,5.4,4,15.7,120.0,财务部,46.0,4,0
27.0,13433.0,3.6,3,16.0,106.0,人事部,48.0,1,0
18.8,12719.0,0.4,3,30.9,98.0,人事部,44.0,2,0
27.8,16244.0,2.7,4,27.7,120.0,运营部,50.0,3,0
24.4,15913.0,2.1,3,57.9,64.0,市场部,55.0,1,0
10.7,13612.0,3.1,4,44.1,87.0,财务部,36.0,2,0
21.9,18748.0,6.1,4,28.6,120.0,市场部,49.0,1,0
22.7,11896.0,5.2,4,42.1,120.0,运营部,47.0,2,1
13.5,12633.0,6.5,3,0.0,76.0,销售部,37.0,0,0
30.6,15959.0,2.8,4,17.7,120.0,财务部,53.0,5,0
4.1,11451.0,8.5,3,35.8,25.0,技术部,35.0,5,0
11.4,11147.0,6.0,4,52.3,120.0,运营部,41.0,1,0
3.4,8645.0,4.3,2,34.0,120.0,市场部,25.0,4,0
0.0,8102.0,5.8,5,59.2,0.0,市场部,29.0,2,0
25.0,14999.0,2.0,4,47.4,120.0,财务部,50.0,0,0
14.8,11129.0,0.0,3,20.2,120.0,市场部,35.0,2,0
8.7,11838.0,2.2,3,27.2,51.0,运营部,35.0,2,0
8.4,11905.0,6.2,3,38.2,62.0,财务部,30.0,1,0
15.5,10629.0,4.2,4,21.0,42.0,财务部,38.0,4,0
20.6,21370.0,3.6,4,60.6,120.0,技术部,49.0,5,1
28.9,22460.0,1.5,4,7.8,120.0,技术部,52.0,0,1
0.0,8174.0,0.0,5,36.3,0.0,市场部,24.0,1,0
13.1,11939.0,8.3,3,44.7,120.0,运营部,41.0,3,0
7.0,11389.0,3.4,4,23.7,57.0,运营部,37.0,1,1
14.6,10930.0,2.7,3,19.2,120.0,财务部,42.0,0,0
6.6,10216.0,2.0,4,28.5,37.0,财务部,37.0,1,0
10.7,13602.0,7.8,3,46.2,30.0,市场部,35.0,3,0
11.4,11503.0,6.6,4,20.0,120.0,销售部,38.0,2,1
14.8,14502.0,1.1,1,8.6,120.0,技术部,41.0,2,0
8.2,12542.0,7.5,3,53.0,69.0,市场部,39.0,1,0
16.0,15765.0,3.6,3,38.0,106.0,销售部,38.0,1,0
22.1,18542.0,2.2,5,50.2,120.0,销售部,49.0,0,1
17.9,17871.0,3.1,4,45.2,51.0,销售部,47.0,5,1
8.6,14946.0,1.7,3,73.6,35.0,技术部,33.0,5,0
17.6,12575.0,0.0,3,52.3,120.0,财务部,48.0,2,0
25.5,15587.0,6.3,3,15.5,120.0,运营部,50.0,1,0
4.9,9027.0,3.3,5,39.4,14.0,人事部,27.0,2,0
14.0,14843.0,5.9,5,18.9,120.0,市场部,41.0,1,0
6.0,8850.0,4.9,4,20.9,41.0,市场部,31.0,5,1
25.8,15033.0,5.6,4,1.7,120.0,销售部,46.0,2,0
9.2,14953.0,0.0,3,24.3,91.0,技术部,30.0,1,0
21.7,13485.0,1.4,3,40.9,120.0,财务部,44.0,1,0
0.8,7039.0,5.7,4,28.7,2.0,财务部,30.0,4,0
8.3,16909.0,0.2,4,8.0,81.0,技术部,39.0,0,0
26.5,17291.0,5.1,3,0.0,120.0,市场部,53.0,1,0
13.7,12274.0,0.0,4,72.2,120.0,销售部,35.0,0,1
24.6,14665.0,4.0,3,36.5,120.0,销售部,51.0,2,0
