tenure,monthly_salary,overtime_hours,performance,promotions,commute_minutes,attrition
3.0,19710,19.1,1.3,3,24.3,1
8.9,29254,26.6,1.6,9,113.3,0
10.3,28440,18.4,1.8,2,59.0,0
12.3,14088,21.0,4.6,7,60.6,0
14.9,15434,25.9,4.7,5,87.0,0
6.3,26087,32.9,4.4,6,37.4,0
14.8,21002,15.4,3.6,9,20.5,0
1.4,34525,6.3,4.5,8,42.1,0
14.1,29671,36.1,4.6,6,119.2,0
19.9,8507,30.2,3.0,5,55.1,1
4.5,7462,18.5,1.3,10,92.5,1
15.0,34041,7.8,1.2,4,22.6,0
6.9,30532,18.6,2.8,1,70.3,0
19.0,10595,18.8,2.1,2,28.8,1
2.5,15638,5.0,4.0,2,18.5,0
13.7,11029,17.6,1.7,0,108.2,1
9.1,7564,33.5,4.2,10,82.9,1
2.5,28621,12.3,1.2,0,15.4,0
4.4,14182,15.0,2.0,1,11.8,0
0.8,32887,7.7,3.7,3,115.5,0
16.8,27761,6.7,1.7,6,66.4,0
6.8,26538,7.6,1.8,8,53.5,0
5.0,9469,14.3,1.7,6,81.9,0
4.6,13212,2.6,4.3,10,78.6,1
17.8,19470,12.1,3.4,1,88.4,0
18.5,24651,6.9,4.8,9,45.7,0
8.1,31277,27.7,2.3,10,93.8,0
19.6,27835,19.3,2.3,9,110.3,0
10.5,30307,9.3,3.3,0,35.6,0
18.0,16120,9.5,2.7,3,78.2,0
7.8,15719,8.1,2.5,10,14.2,0
12.2,20540,29.6,2.3,4,44.9,0
1.3,31945,39.1,3.6,4,92.6,1
14.8,17230,9.7,3.2,10,118.7,0
14.1,13289,24.3,2.5,5,30.2,0
1.8,22110,2.8,1.8,10,119.1,0
2.9,11691,23.7,4.3,3,36.0,1
14.6,16206,6.6,1.8,6,29.4,0
6.1,20688,38.7,1.8,7,18.8,0
8.3,11497,18.8,2.7,9,90.8,0
16.5,32003,19.3,4.0,6,103.9,0
18.5,25502,21.5,3.2,2,38.3,0
9.3,18292,22.5,2.9,5,25.0,0
3.5,12213,0.2,4.4,5,64.1,0
18.8,30320,14.9,3.0,10,118.6,0
17.8,10078,15.4,3.3,3,93.9,1
15.5,30627,28.9,3.0,7,79.8,0
1.6,18626,37.1,3.9,3,62.5,1
7.5,29152,27.1,3.8,10,26.3,0
18.9,10828,10.2,3.4,10,102.6,1
15.5,27115,28.5,2.5,9,117.2,0
18.2,34704,16.9,4.3,4,86.1,0
10.9,18543,23.4,3.9,1,22.0,0
16.1,32680,5.7,4.0,6,86.9,1
3.8,22112,0.1,1.3,6,67.7,0
14.8,11591,7.1,1.7,2,31.8,0
19.0,20767,22.7,1.9,3,16.5,0
15.3,14498,39.3,4.5,7,79.0,0
17.4,11443,3.2,1.3,1,40.4,1
11.9,21659,19.4,4.0,0,16.7,0
0.6,25085,31.6,1.2,3,67.5,0
12.3,30948,10.6,2.9,5,76.5,0
13.8,17241,40.0,4.3,5,83.2,0
1.6,17666,34.9,4.2,0,60.3,1
14.6,10550,1.0,1.5,8,40.7,0
16.4,18072,18.1,3.7,7,66.6,0
0.6,26908,38.3,4.3,0,79.7,1
19.4,30111,13.0,2.8,9,63.3,0
16.0,17414,17.1,4.7,7,118.6,0
18.2,30060,15.4,3.4,2,105.7,0
15.8,29483,20.2,1.5,1,43.1,0
11.2,34664,18.7,4.6,1,63.0,0
5.2,11584,30.1,3.6,1,21.6,1
1.1,16698,36.1,4.1,3,89.1,1
19.1,27974,4.9,1.5,8,79.7,0
16.0,16905,34.9,4.7,9,17.1,0
18.2,30345,29.4,2.5,10,96.4,0
9.0,13646,8.9,1.5,1,22.3,1
12.0,12165,29.8,1.5,5,24.0,1
7.9,30147,0.1,1.2,8,30.9,0
8.8,31273,14.6,3.7,2,67.2,0
4.8,18953,0.4,4.4,5,25.9,0
16.8,22378,27.2,1.6,4,26.0,0
16.1,29034,1.4,2.3,8,118.9,0
19.9,29151,23.0,3.5,3,64.5,0
7.8,32548,13.3,4.3,3,103.3,0
4.9,30108,2.1,4.5,2,104.2,0
6.3,32706,26.4,4.4,0,70.3,0
13.7,17413,30.3,2.6,8,89.9,0
18.5,28973,34.3,2.6,2,45.6,0
17.4,7773,34.0,3.8,7,82.0,1
9.1,21808,11.6,1.6,3,98.5,1
13.2,17869,29.0,3.3,10,96.4,0
7.8,19995,27.2,1.7,0,20.6,1
4.0,7719,4.7,3.1,5,75.3,1
12.7,19238,9.8,1.5,6,63.7,0
19.1,27390,29.8,4.1,10,82.4,0
17.4,27309,15.3,3.5,7,50.4,0
2.1,22030,25.7,4.6,3,12.5,0
11.7,14969,27.7,1.4,9,29.9,0
13.1,20210,11.9,1.5,5,17.0,0
16.0,12058,16.2,3.8,6,71.2,0
16.3,22009,2.6,4.3,8,88.5,0
2.9,30673,8.3,3.6,1,29.9,0
4.0,24177,17.9,2.3,0,24.2,1
3.6,24431,10.3,4.0,1,117.8,1
7.6,23839,6.9,4.9,10,10.0,0
19.0,23021,36.2,2.2,8,58.9,0
14.1,23126,36.4,5.0,9,69.2,0
2.4,32862,1.8,1.1,2,43.0,0
19.2,25731,22.1,3.4,4,24.1,0
2.0,14354,10.4,3.6,2,54.0,1
5.5,19937,37.6,1.6,3,17.8,1
19.9,28832,25.8,3.9,9,82.3,0
12.3,19752,32.9,2.3,6,51.7,0
5.3,14851,5.0,1.4,8,54.7,0
2.2,16928,31.1,1.6,3,40.1,1
19.6,13281,15.1,1.4,1,29.3,0
6.5,32913,32.3,1.4,5,87.1,0
11.3,25905,4.0,1.2,5,114.1,0
7.2,30290,27.1,4.2,8,75.4,0
9.8,10180,10.4,3.7,2,82.3,1
11.6,14761,2.1,3.9,5,87.8,0
12.4,29159,18.3,2.8,5,97.8,0
5.9,20017,20.8,3.9,3,43.6,0
19.0,19320,30.8,4.4,10,18.7,0
18.9,11410,23.0,1.3,4,71.0,1
17.5,19893,27.1,4.7,2,62.8,0
20.0,23445,27.9,2.6,9,30.9,0
0.6,19925,28.1,4.0,3,119.4,1
18.4,34846,37.8,3.7,0,76.8,0
13.7,34899,30.5,4.6,2,18.3,0
10.5,7668,16.9,2.5,5,116.7,1
13.7,33254,21.6,4.1,1,41.9,0
5.7,6073,29.5,3.3,3,111.5,1
19.2,22892,33.0,1.1,7,108.2,0
1.6,6193,24.6,2.3,5,21.8,1
14.6,19174,14.2,1.4,7,31.7,0
18.0,19458,5.0,2.9,2,94.6,0
9.7,18265,12.0,2.7,2,69.0,1
19.8,27504,33.6,1.6,5,92.2,1
17.7,29239,7.9,1.8,0,24.7,0
7.0,7035,6.4,1.8,7,115.6,1
2.8,22025,22.0,4.2,2,45.7,0
17.7,22444,29.0,4.0,6,24.5,0
16.0,10132,6.2,3.0,10,36.0,0
7.2,25565,29.5,2.7,4,41.0,0
8.9,26237,6.1,3.0,3,40.9,0
5.6,28968,9.9,4.3,3,62.1,0
2.5,29935,20.1,1.7,9,79.2,0
2.8,19149,1.5,5.0,2,56.9,0
2.3,7669,15.2,3.1,10,117.8,1
8.8,8010,20.4,3.6,4,22.1,1
18.9,29317,16.7,2.3,0,30.0,1
13.4,16539,8.5,2.9,9,21.1,0
19.0,17913,13.4,1.4,10,11.5,0
17.3,16853,14.4,4.2,9,68.2,0
13.2,12882,23.4,1.3,1,24.4,1
2.8,25220,38.7,4.5,3,31.2,0
2.4,23910,24.8,2.2,7,118.9,1
14.6,7435,5.1,2.7,4,108.1,1
17.0,24361,39.0,4.6,7,79.3,0
9.0,21821,16.8,4.7,8,97.0,0
5.8,10224,11.6,4.8,0,97.4,1
14.9,19025,19.8,3.1,8,116.9,0
15.1,18587,22.5,2.6,9,39.9,0
3.6,13137,23.7,1.0,8,60.1,1
10.7,15942,34.1,2.2,4,70.7,1
1.4,13805,11.7,3.6,4,112.0,1
15.9,27050,39.2,5.0,3,68.8,1
7.3,25829,38.9,2.3,8,39.0,0
18.0,15663,13.0,1.2,0,100.6,1
19.3,11791,10.2,1.1,10,117.7,0
15.7,9487,28.9,3.8,10,38.3,0
12.3,12755,32.7,1.9,4,32.4,1
17.2,18958,6.2,1.9,6,50.6,0
2.3,11947,18.4,4.3,2,30.8,1
14.7,27219,11.3,2.2,2,99.9,0
4.2,10702,2.9,2.0,10,116.7,1
10.8,29814,30.0,1.0,1,51.6,0
16.6,31016,33.2,4.7,2,37.3,0
3.3,26558,24.0,4.2,0,115.3,1
14.9,17088,34.1,1.3,2,62.8,1
9.2,11345,12.3,2.9,3,16.1,0
12.7,10032,0.8,1.2,8,42.6,0
16.8,10647,0.0,1.9,3,57.0,0
13.3,13401,36.9,3.7,10,107.3,0
2.7,11556,39.6,1.9,4,49.3,1
2.8,8778,35.8,3.4,2,57.1,1
4.0,19934,6.0,3.7,4,78.7,0
17.6,14883,36.6,3.6,4,99.2,1
2.0,6071,34.5,4.9,10,26.1,0
9.2,32111,31.4,2.9,1,22.4,0
14.7,10740,3.6,5.0,2,94.4,0
10.1,21770,27.7,2.7,10,46.7,0
13.3,14057,15.3,3.2,8,68.7,0
16.5,18603,3.3,3.9,8,73.6,0
15.1,29038,3.5,2.4,3,119.3,1
11.4,10377,36.8,1.2,5,49.7,1
15.7,10566,11.8,1.6,8,116.9,1
5.2,33126,9.0,4.0,1,115.8,0
7.9,6863,27.8,2.7,0,87.2,1
1.9,33441,23.8,1.6,2,50.2,0
2.0,24650,33.2,2.7,2,61.7,1
10.8,15814,18.8,3.9,7,96.0,0
6.1,11108,2.4,3.6,9,92.6,0
0.7,33285,16.9,4.8,7,71.0,0
18.4,22445,12.2,1.9,2,39.9,0
7.9,10100,29.7,2.6,0,34.1,1
15.0,24326,24.2,1.3,7,62.5,0
8.4,18467,6.6,4.2,10,56.7,0
2.5,17885,24.1,4.4,0,36.3,1
2.6,12943,23.9,4.0,4,30.7,1
18.6,13875,10.8,4.9,9,14.9,0
9.9,7574,12.6,4.8,0,117.9,1
19.2,22391,7.8,4.0,5,117.1,0
2.4,19345,35.9,3.0,8,98.8,1
11.9,18521,19.1,4.5,0,41.9,0
9.5,26511,3.7,3.9,3,98.8,0
15.5,11277,39.7,3.0,9,81.7,1
7.2,31734,5.2,2.2,9,104.2,0
17.9,31368,27.3,2.0,9,76.8,0
11.6,22302,3.9,1.1,4,70.2,0
15.7,8856,20.0,2.8,2,112.7,1
6.0,17905,14.1,1.3,7,38.4,0
5.5,34726,17.7,4.7,1,116.9,0
7.6,15392,16.0,4.4,10,24.2,0
17.0,16277,14.9,3.7,8,59.5,0
19.8,7398,24.8,3.6,3,87.0,1
3.5,9450,11.6,1.6,6,103.9,1
17.5,27926,3.7,2.9,10,68.9,0
2.6,11907,29.3,4.7,6,94.5,1
6.9,16396,13.7,3.4,3,87.3,1
5.9,7254,21.8,4.8,2,80.4,1
1.1,25696,31.0,1.2,5,96.9,1
4.7,12930,34.7,4.8,10,56.5,0
3.9,10644,2.8,2.6,4,106.1,1
8.7,13015,26.8,2.0,0,20.2,1
7.2,30680,11.9,1.8,6,63.0,0
15.8,28829,17.5,4.7,9,52.8,1
15.8,25566,7.9,3.9,9,77.8,0
19.7,30063,29.7,3.9,5,11.6,0
18.7,22365,34.6,1.5,10,54.7,0
0.6,20763,37.7,4.4,10,59.4,0
2.4,13163,29.8,1.8,8,95.2,1
4.7,12873,38.1,4.9,9,115.1,1
7.6,15894,35.9,3.0,1,86.9,1
9.4,19447,14.1,4.3,6,67.5,0
2.7,11761,18.4,2.5,8,75.4,1
7.9,33691,26.4,3.7,10,41.2,0
18.5,34082,4.0,1.4,1,19.9,1
18.7,9397,19.9,4.0,8,21.0,0
11.8,7069,26.7,4.4,3,34.5,1
7.9,12408,34.3,4.8,5,116.4,1
8.6,32883,25.8,4.1,6,10.8,0
4.9,15293,10.7,3.6,4,102.2,1
8.6,13915,0.2,4.6,0,11.7,0
7.8,32761,20.8,4.0,5,46.9,0
19.9,13924,22.2,2.6,9,80.9,0
16.1,24935,17.2,4.8,6,117.5,0
18.1,22950,6.3,1.9,2,65.5,0
15.8,33624,30.5,4.7,8,27.5,0
2.3,6840,17.5,3.5,9,26.8,0
11.1,8581,22.9,1.1,2,118.2,1
15.7,12113,9.6,4.6,4,31.3,0
14.7,32446,31.4,4.1,10,15.7,0
3.3,6758,25.5,3.3,1,22.2,1
2.9,10647,11.3,4.6,1,18.5,1
18.3,12814,15.6,3.0,0,55.5,1
12.7,12890,27.5,2.5,5,79.7,1
3.6,15789,0.4,1.7,9,79.4,0
2.8,17233,39.7,2.9,9,76.0,0
10.7,14339,37.1,1.8,0,69.0,1
15.3,13087,34.7,1.5,3,13.2,1
2.1,28662,37.6,2.1,7,31.9,0
14.3,27362,11.8,4.0,7,58.0,0
18.5,14195,6.9,3.7,4,115.8,0
16.0,25253,12.5,4.2,7,57.7,0
12.1,14902,32.6,3.5,9,52.1,0
7.4,26732,32.8,2.8,0,115.4,1
8.5,25788,33.1,3.6,8,48.7,1
4.0,16573,17.2,1.7,3,18.0,1
7.8,31543,12.6,1.0,0,88.8,1
11.6,16536,35.9,3.2,6,41.2,0
4.7,24381,11.1,3.4,10,18.2,0
8.7,30779,17.4,4.3,3,31.7,0
10.2,14992,16.8,1.5,2,76.2,1
5.1,6696,11.4,3.6,9,118.7,1
